batch_id,temperature_C,time_h,UTS_MPa,elongation_pct,hardness_HV
B02,525,5,989.7,14.6,292.7
B02,550,6,1042.7,15.2,303.9
B02,575,7,1090.6,15.6,310.1
B02,600,8,1100.1,14.4,313.4
B02,625,9,1135.2,12.9,313.3
B02,650,2,1188.2,11.5,327.4
B02,675,3,1184.0,10.8,324.0
B02,450,4,898.5,16.7,279.3
B02,475,5,921.3,16.0,285.6
B02,500,6,970.4,15.9,288.7
B02,525,7,977.8,14.9,286.6
B02,550,8,1030.5,15.4,299.7
B02,575,9,1054.9,13.1,303.0
B02,600,2,1099.6,12.5,313.7
B02,625,3,1127.8,11.7,326.3
B02,650,4,1173.4,12.4,324.4
B02,675,5,1153.7,12.7,332.0
B02,450,6,905.8,15.3,283.1
B02,475,7,943.4,16.0,280.5
B02,500,8,971.7,15.3,301.6
B02,525,9,1005.3,15.4,300.4
B02,550,2,1022.3,13.9,293.8
B02,575,3,1058.8,13.8,318.3
B02,600,4,1089.3,13.4,295.2
B02,625,5,1101.3,11.6,302.3
B02,650,6,1146.7,10.4,323.9
B02,675,7,1198.4,11.0,319.1
B02,450,8,888.0,15.4,271.0
B02,475,9,982.5,14.3,291.8
B02,500,2,947.9,14.8,285.5
B02,525,3,1008.3,14.7,299.7
B02,550,4,1022.2,16.0,306.1
B02,575,5,1065.9,14.5,295.1
B02,600,6,1092.8,13.0,303.5
B02,625,7,1115.3,12.8,312.8
B02,650,8,1193.2,12.7,335.2
B02,675,9,1183.1,10.7,330.3
B02,450,2,893.7,15.8,287.1
B02,475,3,927.2,17.5,276.4
B02,500,4,968.6,17.3,294.7
B02,525,5,1002.1,14.3,290.4
B02,550,6,1003.7,12.4,291.0
B02,575,7,1044.8,13.9,290.8
B02,600,8,1124.8,13.8,321.4
B02,625,9,1118.7,12.3,316.2
B02,650,2,1166.1,11.8,328.0
B02,675,3,1175.8,12.7,326.2
B02,450,4,911.2,17.7,288.9
B02,475,5,899.0,17.0,276.1
B02,500,6,958.0,15.5,283.2
B02,525,7,1009.7,14.4,301.1
B02,550,8,1037.3,14.4,306.5
B02,575,9,1054.3,13.0,312.0
B02,600,2,1079.1,14.4,318.8
B02,625,3,1120.8,11.5,318.1
B02,650,4,1165.5,8.9,327.4
B02,675,5,1186.0,9.6,343.4
B02,450,6,890.6,16.9,274.2
B02,475,7,965.4,13.8,293.6
B02,500,8,982.0,14.8,302.1
B02,525,9,1017.6,15.1,298.7
B02,550,2,1044.9,16.4,306.9
B02,575,3,1037.3,14.7,310.1
B02,600,4,1095.0,12.0,304.8
B02,625,5,1100.9,12.9,320.9
B02,650,6,1158.6,13.2,323.5
B02,675,7,1180.0,12.0,343.9
B02,450,8,917.5,16.5,276.4
B02,475,9,915.6,17.2,282.5
B02,500,2,975.8,16.1,292.8
B02,525,3,959.5,15.7,293.7
B02,550,4,1032.9,15.5,300.4
B02,575,5,1084.3,14.9,324.4
B02,600,6,1107.3,12.9,307.5
B02,625,7,1138.6,12.9,326.7
B02,650,8,1166.5,11.8,318.5
B02,675,9,1188.9,11.6,324.5
B02,450,2,912.6,16.0,283.5
B02,475,3,956.8,14.1,293.5
B02,500,4,967.1,14.8,284.5
B02,525,5,1002.6,14.6,308.4
B02,550,6,1010.4,13.7,299.2
B02,575,7,1074.0,13.0,302.3
B02,600,8,1068.1,11.7,306.5
B02,625,9,1155.6,13.4,316.4
B02,650,2,1164.7,11.7,330.2
B02,675,3,1208.4,11.9,322.7
B02,450,4,881.0,18.6,269.8
B02,475,5,932.3,16.7,292.5
B02,500,6,949.2,13.9,274.6
B02,525,7,1004.5,14.0,295.1
B02,550,8,1005.3,14.1,300.6
B02,575,9,1046.7,16.0,295.5
B02,600,2,1101.4,14.8,313.6
B02,625,3,1151.7,11.6,308.7
B02,650,4,1179.7,10.6,335.9
B02,675,5,1181.6,9.8,327.7
B02,450,6,916.2,16.5,280.9
B02,475,7,930.3,13.7,264.5
B02,500,8,987.8,16.0,293.2
B02,525,9,1005.0,15.6,303.6
B02,550,2,1029.8,14.6,294.2
B02,575,3,1049.6,14.0,304.4
B02,600,4,1095.9,13.0,313.9
B02,625,5,1155.9,11.6,313.2
B02,650,6,1193.6,13.2,335.4
B02,675,7,1202.3,11.3,343.2
B02,450,8,904.9,17.6,286.3
B02,475,9,967.1,15.5,292.2
B02,500,2,964.5,14.1,300.6
B02,525,3,1006.5,12.1,301.7
B02,550,4,1023.2,13.0,310.8
B02,575,5,1064.1,10.0,309.1
B02,600,6,1067.3,11.3,307.7
B02,625,7,1132.3,11.8,313.8
B02,650,8,1169.4,10.8,319.1
B02,675,9,1190.0,10.7,327.6
B02,450,2,883.8,16.6,281.9
B02,475,3,938.5,15.5,281.1
B02,500,4,980.4,16.7,293.2
B02,525,5,998.4,15.7,285.6
B02,550,6,1026.4,15.3,300.3
B02,575,7,1066.0,14.1,321.5
B02,600,8,1097.0,15.2,309.2
B02,625,9,1114.3,11.8,314.4
B02,650,2,1171.7,9.9,312.6
B02,675,3,1160.9,8.6,318.8
B02,450,4,921.0,16.1,284.6
B02,475,5,901.6,15.3,272.0
B02,500,6,943.3,17.1,281.0
B02,525,7,988.1,17.0,293.6
B02,550,8,1039.2,13.5,317.2
B02,575,9,1045.7,14.4,307.3
B02,600,2,1125.2,14.3,334.3
B02,625,3,1121.1,13.5,328.6
B02,650,4,1173.1,12.2,315.3
B02,675,5,1226.8,10.4,332.7
B02,450,6,902.1,17.4,284.9
B02,475,7,938.2,16.0,288.0
B02,500,8,942.0,15.0,279.0
B02,525,9,985.3,15.1,288.9
B02,550,2,1023.6,13.7,304.3
B02,575,3,1062.7,13.6,309.3
B02,600,4,1088.4,11.9,307.6
B02,625,5,1111.7,12.8,313.0
B02,650,6,1150.7,10.5,321.1
B02,675,7,1221.3,13.0,331.8
B02,450,8,871.4,18.3,283.3
B02,475,9,915.0,17.1,281.9
B02,500,2,972.6,16.0,285.6
B02,525,3,997.0,14.4,296.2
B02,550,4,1044.5,11.7,299.0
B02,575,5,1024.7,14.7,305.0
B02,600,6,1078.6,14.8,302.2
B02,625,7,1084.1,12.6,307.0
B02,650,8,1135.6,11.8,322.2
B02,675,9,1216.0,9.3,334.8
B02,450,2,892.7,14.2,275.8
B02,475,3,923.6,15.5,289.5
B02,500,4,967.6,16.6,286.8
B02,525,5,1019.1,14.7,299.5
B02,550,6,1022.1,15.3,301.6
B02,575,7,1071.2,13.5,312.0
B02,600,8,1086.3,14.3,317.7
B02,625,9,1167.8,11.5,323.6
B02,650,2,1193.7,13.1,334.6
B02,675,3,1197.2,8.6,327.7
B02,450,4,914.1,14.3,291.0
B02,475,5,962.5,16.0,292.0
B02,500,6,987.7,13.9,292.6
B02,525,7,986.3,15.3,292.0
B02,550,8,1046.6,15.0,318.9
B02,575,9,1058.9,14.6,294.4
B02,600,2,1089.6,13.0,311.6
B02,625,3,1145.9,11.6,320.3
B02,650,4,1164.7,12.5,315.1
B02,675,5,1183.1,12.1,324.6
B02,450,6,884.0,15.8,276.6
B02,475,7,938.8,17.2,288.5
B02,500,8,984.0,18.7,291.0
B02,525,9,974.0,15.6,305.5
B02,550,2,1005.9,12.0,303.8
B02,575,3,1092.3,14.3,311.5
B02,600,4,1092.6,12.9,321.0
B02,625,5,1161.9,10.7,322.1
B02,650,6,1172.7,11.4,331.4
B02,675,7,1168.0,10.5,324.8
B02,450,8,891.8,16.2,280.7
B02,475,9,922.9,15.4,290.4
B02,500,2,960.7,14.4,294.1
B02,525,3,1009.7,15.5,296.3
B02,550,4,1008.6,15.6,295.4
B02,575,5,1071.9,12.2,306.3
B02,600,6,1115.4,13.7,319.5
B02,625,7,1157.2,12.9,324.5
B02,650,8,1174.3,14.8,325.0
B02,675,9,1191.6,11.0,325.1
B02,450,2,906.3,18.0,277.2
B02,475,3,928.3,16.4,276.7
B02,500,4,994.4,16.0,298.8
B02,525,5,999.8,15.7,299.9
B02,550,6,1012.4,13.8,299.6
B02,575,7,1101.5,15.7,316.4
B02,600,8,1082.7,14.0,309.0
B02,625,9,1144.2,10.9,325.2
B02,650,2,1175.7,12.4,321.0
B02,675,3,1211.8,12.7,333.1
B02,450,4,910.4,14.6,279.2
B02,475,5,899.4,14.7,279.7
B02,500,6,953.2,14.9,281.4
B02,525,7,1006.0,15.2,301.0
B02,550,8,1039.4,13.5,308.5
B02,575,9,1069.6,12.5,310.4
B02,600,2,1088.7,13.5,300.7
B02,625,3,1153.8,9.7,322.7
B02,650,4,1156.1,11.1,332.7
B02,675,5,1176.0,12.3,325.1
B02,450,6,889.2,17.5,282.0
B02,475,7,905.8,15.3,277.9
B02,500,8,939.1,17.1,289.5
B02,525,9,1004.3,13.4,289.0
B02,550,2,1009.5,13.5,310.9
B02,575,3,1049.8,15.4,295.8
B02,600,4,1108.0,12.3,313.4
B02,625,5,1120.6,12.4,320.1
B02,650,6,1184.4,12.2,319.0
B02,675,7,1183.3,10.2,323.9
B02,450,8,907.7,16.8,274.1
B02,475,9,965.8,16.6,282.6
B02,500,2,971.5,16.8,296.4
B02,525,3,1006.8,13.4,299.6
B02,550,4,1051.4,13.3,305.8
B02,575,5,1065.4,14.3,303.2
B02,600,6,1118.8,13.9,315.7
B02,625,7,1140.7,12.2,318.9
B02,650,8,1182.7,11.9,324.5
B02,675,9,1182.8,11.2,326.5
B02,450,2,875.7,14.6,277.5
B02,475,3,926.6,16.9,283.9
B02,500,4,978.1,18.7,300.0
B02,525,5,1022.1,16.3,302.4
B02,550,6,1042.6,15.0,305.0
B02,575,7,1072.2,14.4,301.5
B02,600,8,1103.0,13.8,313.6
B02,625,9,1145.4,13.7,316.5
B02,650,2,1190.8,12.3,320.5
B02,675,3,1171.2,12.6,332.0
B02,450,4,897.4,19.1,277.3
B02,475,5,916.3,15.3,287.7
B02,500,6,955.6,13.7,297.1
B02,525,7,1021.7,14.9,309.3
B02,550,8,1017.2,14.1,307.4
B02,575,9,1082.0,12.1,306.8
B02,600,2,1062.2,13.0,312.3
B02,625,3,1155.4,10.4,331.8
B02,650,4,1159.9,12.4,329.2
B02,675,5,1173.8,10.7,321.6
B02,450,6,914.9,17.1,292.7
B02,475,7,898.1,13.9,283.5
B02,500,8,972.7,17.3,310.1
B02,525,9,1005.5,14.5,298.0
B02,550,2,1041.4,12.4,304.9
B02,575,3,1085.0,13.9,313.3
B02,600,4,1059.9,12.5,310.7
B02,625,5,1139.7,12.4,325.3
B02,650,6,1161.3,12.9,320.3
B02,675,7,1190.7,11.8,324.9
B02,450,8,929.6,16.5,281.2
B02,475,9,914.6,16.4,275.5
B02,500,2,961.4,16.3,288.0
B02,525,3,995.8,13.4,286.4
B02,550,4,1052.1,16.6,303.1
B02,575,5,1085.7,13.7,300.1
B02,600,6,1118.4,13.4,319.7
B02,625,7,1097.3,12.7,318.9
B02,650,8,1167.8,11.8,328.1
B02,675,9,1194.4,11.1,330.3
B02,450,2,889.5,14.5,270.3
B02,475,3,944.1,16.2,288.8
B02,500,4,955.4,15.1,290.3
B02,525,5,993.4,15.8,293.5
B02,550,6,1023.5,14.1,293.8
B02,575,7,1047.9,11.7,308.4
B02,600,8,1107.5,13.0,314.0
B02,625,9,1136.1,13.5,332.7
B02,650,2,1164.4,12.0,325.3
B02,675,3,1230.2,12.2,347.7
B02,450,4,925.3,17.7,280.9
B02,475,5,916.9,16.5,283.6
B02,500,6,971.0,16.6,292.9
B02,525,7,1018.3,15.0,303.2
B02,550,8,1014.3,13.2,287.6
B02,575,9,1062.6,16.4,299.8
B02,600,2,1113.1,12.9,311.1
B02,625,3,1155.7,10.4,307.5
B02,650,4,1175.2,10.9,311.1
B02,675,5,1217.6,11.8,329.6
B02,450,6,913.2,17.2,291.7
B02,475,7,938.5,16.7,280.4
B02,500,8,943.4,13.6,289.0
B02,525,9,1003.7,16.6,302.6
B02,550,2,1061.3,16.6,299.1
B02,575,3,1088.6,12.6,314.9
B02,600,4,1106.5,14.2,316.0
B02,625,5,1129.7,12.5,315.5
B02,650,6,1165.4,10.3,318.6
B02,675,7,1183.0,12.7,338.3
B02,450,8,881.9,16.7,289.7
B02,475,9,943.4,17.9,296.2
B02,500,2,959.7,12.5,289.8
B02,525,3,1002.0,14.3,295.9
B02,550,4,1013.0,14.4,299.5
B02,575,5,1035.4,12.9,300.6
B02,600,6,1107.8,13.3,316.1
B02,625,7,1096.7,14.3,310.6
B02,650,8,1149.6,10.6,321.6
B02,675,9,1206.3,10.6,325.3
B02,450,2,907.0,17.7,281.3
B02,475,3,957.8,15.5,292.6
B02,500,4,953.0,14.6,273.9
B02,525,5,996.2,12.8,284.5
B02,550,6,1022.9,16.5,290.7
B02,575,7,1053.0,14.0,310.5
B02,600,8,1109.5,13.3,319.3
B02,625,9,1148.7,11.0,308.8
B02,650,2,1142.7,12.7,319.5
B02,675,3,1187.7,11.8,324.6
B02,450,4,894.0,17.6,285.9
B02,475,5,942.7,16.1,289.8
B02,500,6,962.1,15.8,290.8
B02,525,7,995.0,15.2,293.0
B02,550,8,1021.9,14.8,304.0
B02,575,9,1079.2,15.2,310.3
B02,600,2,1131.5,12.7,322.8
B02,625,3,1146.2,12.0,327.8
B02,650,4,1135.6,11.4,322.8
B02,675,5,1215.3,10.3,334.3
B02,450,6,870.2,15.0,275.8
B02,475,7,948.8,18.0,288.4
B02,500,8,952.3,14.3,287.7
B02,525,9,982.0,14.1,296.1
B02,550,2,1026.5,15.3,303.4
B02,575,3,1066.4,15.5,304.5
B02,600,4,1100.7,14.2,320.8
B02,625,5,1120.5,10.6,323.1
B02,650,6,1176.9,13.6,325.5
B02,675,7,1186.1,9.9,325.4
B02,450,8,909.8,15.6,275.3
B02,475,9,933.0,17.0,288.9
B02,500,2,983.9,14.7,297.0
B02,525,3,1000.9,17.0,283.9
B02,550,4,1032.4,13.9,300.1
B02,575,5,1076.9,14.4,312.7
B02,600,6,1090.5,15.3,316.8
B02,625,7,1136.2,11.9,319.2
B02,650,8,1177.0,11.3,333.1
B02,675,9,1179.2,11.6,326.7
B02,450,2,884.1,18.2,283.0
B02,475,3,903.6,16.5,273.0
B02,500,4,974.8,14.8,300.2
B02,525,5,978.0,15.0,284.5
B02,550,6,1046.7,14.2,296.1
B02,575,7,1067.9,14.0,311.8
B02,600,8,1077.3,12.5,307.6
B02,625,9,1093.6,12.2,314.6
B02,650,2,1160.8,10.6,328.7
B02,675,3,1201.7,11.3,329.5
B02,450,4,898.9,17.5,279.1
B02,475,5,901.7,15.8,270.4
B02,500,6,934.5,13.0,288.0
B02,525,7,982.6,14.9,295.3
B02,550,8,1011.7,14.8,301.0
B02,575,9,1079.1,13.3,313.5
B02,600,2,1087.3,11.7,314.9
B02,625,3,1169.4,12.2,328.2
B02,650,4,1141.7,12.4,326.0
B02,675,5,1180.7,9.8,327.4
B02,450,6,899.0,17.2,287.2
B02,475,7,913.6,15.9,285.5
B02,500,8,1010.9,15.2,299.6
B02,525,9,1019.5,16.2,299.3
B02,550,2,1043.9,16.1,299.8
B02,575,3,1094.0,13.6,318.5
B02,600,4,1084.7,13.0,316.8
B02,625,5,1139.6,13.9,316.8
B02,650,6,1145.9,8.3,312.0
B02,675,7,1164.0,11.9,319.4
B02,450,8,878.0,16.7,268.7
B02,475,9,964.4,16.9,292.6
B02,500,2,986.8,13.2,292.9
B02,525,3,1006.4,13.6,303.0
B02,550,4,1010.6,12.0,292.0
B02,575,5,1073.6,11.4,309.5
B02,600,6,1093.6,13.5,310.3
B02,625,7,1119.6,10.6,310.8
B02,650,8,1149.8,11.8,312.1
B02,675,9,1182.4,10.4,324.3
B02,450,2,919.5,17.6,284.7
B02,475,3,949.2,14.8,285.1
B02,500,4,945.7,15.9,290.1
B02,525,5,979.3,15.3,300.5
B02,550,6,972.1,13.3,299.3
B02,575,7,1063.5,13.1,313.0
B02,600,8,1088.9,13.3,308.9
B02,625,9,1150.1,12.0,326.4
B02,650,2,1135.7,10.3,308.6
B02,675,3,1210.6,12.8,329.3
B02,450,4,895.6,16.2,278.0
B02,475,5,926.9,16.2,288.5
B02,500,6,970.9,17.1,285.8
B02,525,7,1019.1,18.6,298.1
B02,550,8,1017.1,15.8,300.4
B02,575,9,1064.4,12.7,301.3
B02,600,2,1079.3,13.0,300.7
B02,625,3,1133.3,13.1,320.8
B02,650,4,1147.9,12.2,316.4
B02,675,5,1199.2,9.9,321.5
B02,450,6,908.1,15.5,296.3
B02,475,7,911.7,17.2,286.2
B02,500,8,949.9,14.3,281.0
B02,525,9,1042.2,13.3,298.8
B02,550,2,1010.7,14.0,289.9
B02,575,3,1080.1,16.1,301.9
B02,600,4,1076.0,12.8,317.4
B02,625,5,1113.7,11.6,322.4
B02,650,6,1166.0,11.3,314.5
B02,675,7,1189.2,12.7,326.6
B02,450,8,893.6,15.5,290.4
B02,475,9,916.1,17.1,277.6
B02,500,2,968.5,15.8,284.6
B02,525,3,1004.0,13.6,297.7
B02,550,4,1038.7,14.2,300.7
B02,575,5,1072.1,13.8,314.5
B02,600,6,1107.6,12.3,303.5
B02,625,7,1151.3,11.4,320.0
B02,650,8,1154.4,13.7,318.7
B02,675,9,1177.4,11.5,328.3
B02,450,2,914.0,16.5,277.0
B02,475,3,927.3,16.6,279.9
B02,500,4,932.9,16.2,279.3
B02,525,5,1019.0,13.7,301.9
B02,550,6,1050.3,16.6,307.5
B02,575,7,1039.4,13.2,298.8
B02,600,8,1117.7,12.8,319.8
B02,625,9,1151.4,11.5,322.5
B02,650,2,1136.5,14.4,315.3
B02,675,3,1203.5,11.2,329.2
B02,450,4,896.0,15.7,281.5
B02,475,5,956.1,17.8,284.1
B02,500,6,969.6,16.8,291.7
B02,525,7,1013.8,17.2,305.6
B02,550,8,1018.3,14.2,309.1
B02,575,9,1072.7,12.7,309.8
B02,600,2,1092.5,13.5,313.8
B02,625,3,1113.2,13.6,326.6
B02,650,4,1144.4,9.1,326.7
B02,675,5,1214.4,12.9,337.6
B02,450,6,879.8,17.0,276.8
B02,475,7,934.0,15.5,282.6
B02,500,8,958.2,16.4,286.4
B02,525,9,989.2,16.8,309.8
B02,550,2,1015.7,12.9,301.5
B02,575,3,1021.9,14.3,291.5
B02,600,4,1096.1,14.9,304.7
B02,625,5,1139.9,9.5,317.8
B02,650,6,1163.6,10.3,326.3
B02,675,7,1200.4,9.0,337.4
B02,450,8,901.8,17.1,286.0
B02,475,9,922.0,14.8,284.7
B02,500,2,976.0,15.8,290.8
B02,525,3,1000.8,15.3,297.2
B02,550,4,1040.2,14.3,300.4
B02,575,5,1063.7,14.6,312.0
B02,600,6,1107.8,14.0,313.0
B02,625,7,1135.1,11.2,318.0
B02,650,8,1183.6,12.2,329.1
B02,675,9,1153.0,10.1,327.5
B02,450,2,902.2,17.6,272.3
B02,475,3,944.9,16.9,285.5
B02,500,4,928.9,14.0,281.3
B02,525,5,983.0,14.3,283.4
B02,550,6,1047.5,14.6,306.7
B02,575,7,1023.0,13.4,302.7
B02,600,8,1087.5,13.4,310.9
B02,625,9,1148.6,11.7,318.4
B02,650,2,1148.7,12.3,323.3
B02,675,3,1195.8,12.2,339.9
B02,450,4,886.1,18.5,272.6
B02,475,5,921.6,16.0,282.3
B02,500,6,978.5,14.3,293.3
B02,525,7,1004.8,13.1,303.1
B02,550,8,1016.1,13.4,300.4
B02,575,9,1050.6,15.5,301.3
B02,600,2,1139.9,14.1,311.6
B02,625,3,1146.2,11.8,305.6
B02,650,4,1198.2,8.8,335.2
B02,675,5,1185.1,9.9,317.6
B02,450,6,905.0,16.8,280.9
B02,475,7,943.7,16.7,290.9
B02,500,8,963.6,16.2,285.1
B02,525,9,1021.2,13.8,308.0
B02,550,2,1023.1,15.5,300.4
B02,575,3,1080.2,14.0,310.1
B02,600,4,1101.2,14.1,310.5
B02,625,5,1113.0,11.4,318.0
B02,650,6,1146.7,10.7,322.6
B02,675,7,1169.4,11.2,332.6
B02,450,8,878.5,15.8,273.2
B02,475,9,944.8,15.4,292.6
B02,500,2,973.0,16.0,289.6
B02,525,3,1000.4,12.4,298.0
B02,550,4,1036.3,14.5,308.4
B02,575,5,1064.0,11.3,310.2
B02,600,6,1104.5,14.2,308.2
B02,625,7,1091.2,14.1,315.0
B02,650,8,1163.9,12.7,336.1
B02,675,9,1177.0,13.2,336.4
B02,450,2,907.4,15.5,281.3
B02,475,3,992.2,16.1,294.4
B02,500,4,958.9,14.2,289.5
B02,525,5,1000.2,14.7,294.5
B02,550,6,1042.5,13.5,301.5
B02,575,7,1053.5,13.1,301.7
B02,600,8,1103.8,11.8,313.7
B02,625,9,1100.1,11.6,313.4
B02,650,2,1143.7,12.5,314.3
B02,675,3,1213.5,10.7,329.9
B02,450,4,885.2,17.2,275.2
B02,475,5,913.9,16.1,278.1
B02,500,6,948.8,14.7,286.1
B02,525,7,989.3,15.1,293.9
B02,550,8,1039.1,13.1,296.8
B02,575,9,1082.0,13.3,306.6
B02,600,2,1097.7,14.3,302.0
B02,625,3,1086.5,9.8,317.6
B02,650,4,1136.4,11.8,320.5
B02,675,5,1226.9,11.8,344.6
B02,450,6,873.4,18.5,279.3
B02,475,7,948.2,17.0,299.9
B02,500,8,987.0,15.7,295.0
B02,525,9,1016.2,15.5,296.2
B02,550,2,1050.2,14.7,305.7
B03,525,2,883.4,14.6,275.7
B03,550,3,944.1,16.2,299.4
B03,575,4,912.6,14.2,278.6
B03,600,5,988.9,12.4,299.7
B03,625,6,1001.4,9.7,299.0
B03,650,7,1048.5,13.0,296.9
B03,675,8,1078.5,11.5,298.9
B03,700,9,1145.8,11.3,320.4
B03,725,2,1157.0,10.6,325.0
B03,750,3,1193.2,8.9,331.5
B03,525,4,875.8,15.1,277.7
B03,550,5,937.5,15.3,298.2
B03,575,6,961.3,15.8,282.4
B03,600,7,986.3,13.0,288.2
B03,625,8,1010.3,11.2,291.1
B03,650,9,1026.3,12.0,311.1
B03,675,2,1099.0,12.0,316.6
B03,700,3,1097.7,10.3,320.8
B03,725,4,1163.0,10.5,328.8
B03,750,5,1186.0,8.4,332.6
B03,525,6,905.4,12.5,271.0
B03,550,7,945.6,15.4,278.7
B03,575,8,965.9,13.1,292.2
B03,600,9,1017.8,16.4,302.3
B03,625,2,1002.8,11.9,295.7
B03,650,3,1033.4,12.9,298.3
B03,675,4,1088.0,9.7,305.4
B03,700,5,1122.2,11.1,312.0
B03,725,6,1169.6,9.5,322.4
B03,750,7,1184.5,7.9,325.3
B03,525,8,890.8,14.5,277.8
B03,550,9,944.4,11.5,278.9
B03,575,2,932.0,12.8,282.2
B03,600,3,996.6,14.7,299.4
B03,625,4,1034.1,12.3,291.0
B03,650,5,1076.5,12.7,307.8
B03,675,6,1077.0,13.6,311.9
B03,700,7,1107.5,8.7,317.6
B03,725,8,1146.2,9.0,316.0
B03,750,9,1180.2,10.1,323.1
B03,525,2,912.9,14.2,277.5
B03,550,3,953.5,13.6,289.6
B03,575,4,939.6,13.0,284.1
B03,600,5,976.5,10.7,285.6
B03,625,6,1036.3,14.0,304.9
B03,650,7,1062.7,12.0,300.1
B03,675,8,1087.3,12.5,316.3
B03,700,9,1118.8,9.1,312.8
B03,725,2,1143.3,9.8,323.8
B03,750,3,1185.6,8.1,329.0
B03,525,4,944.0,16.0,284.7
B03,550,5,943.3,13.8,291.2
B03,575,6,967.2,13.7,292.2
B03,600,7,965.5,12.6,290.2
B03,625,8,1025.6,12.8,305.0
B03,650,9,1055.4,12.0,313.3
B03,675,2,1099.5,9.7,312.5
B03,700,3,1077.8,10.6,295.7
B03,725,4,1132.5,9.2,314.7
B03,750,5,1201.1,9.1,318.7
B03,525,6,907.3,15.3,287.6
B03,550,7,923.5,15.2,285.8
B03,575,8,997.1,11.4,301.0
B03,600,9,965.7,13.1,286.6
B03,625,2,1060.6,13.3,311.2
B03,650,3,1101.5,10.8,308.7
B03,675,4,1078.4,12.5,306.4
B03,700,5,1120.9,10.8,307.3
B03,725,6,1123.2,12.2,328.6
B03,750,7,1171.8,10.8,325.7
B03,525,8,917.3,15.6,280.4
B03,550,9,939.4,12.1,283.1
B03,575,2,964.4,13.4,280.7
B03,600,3,982.7,14.8,295.9
B03,625,4,1030.2,12.0,303.3
B03,650,5,1072.4,9.4,315.9
B03,675,6,1081.4,11.8,305.2
B03,700,7,1104.0,9.9,316.6
B03,725,8,1131.0,8.8,309.4
B03,750,9,1177.0,8.2,328.9
B03,525,2,868.4,16.1,275.0
B03,550,3,908.6,15.2,284.6
B03,575,4,951.2,13.5,287.7
B03,600,5,989.8,12.7,285.0
B03,625,6,1047.4,12.7,302.3
B03,650,7,1074.4,13.1,313.2
B03,675,8,1110.8,11.9,313.5
B03,700,9,1112.8,10.3,321.0
B03,725,2,1134.1,8.7,316.2
B03,750,3,1217.9,9.6,337.9
B03,525,4,912.1,14.8,267.6
B03,550,5,929.8,15.4,277.8
B03,575,6,964.0,14.0,302.1
B03,600,7,981.9,13.7,298.5
B03,625,8,1029.4,12.9,307.9
B03,650,9,1087.2,12.1,316.5
B03,675,2,1086.2,9.6,301.5
B03,700,3,1105.7,9.5,308.6
B03,725,4,1143.3,9.6,324.4
B03,750,5,1170.6,9.0,320.9
B03,525,6,892.1,15.1,275.9
B03,550,7,933.4,14.5,292.1
B03,575,8,946.8,16.2,284.4
B03,600,9,1022.5,12.8,286.5
B03,625,2,1008.5,12.3,294.3
B03,650,3,1026.1,10.9,298.0
B03,675,4,1078.9,11.7,314.5
B03,700,5,1088.8,8.3,310.7
B03,725,6,1142.3,11.6,325.6
B03,750,7,1185.0,8.6,336.8
B03,525,8,891.6,15.6,287.8
B03,550,9,933.7,13.3,287.0
B03,575,2,975.8,15.6,293.1
B03,600,3,988.4,14.3,280.8
B03,625,4,1040.8,12.9,306.1
B03,650,5,1059.8,10.3,300.1
B03,675,6,1080.1,12.2,311.2
B03,700,7,1120.0,9.5,327.4
B03,725,8,1152.9,11.4,316.4
B03,750,9,1174.5,11.7,322.1
B03,525,2,893.6,16.1,275.5
B03,550,3,945.1,13.3,284.7
B03,575,4,973.3,11.9,298.7
B03,600,5,1007.7,12.6,301.7
B03,625,6,1050.8,11.0,310.8
B03,650,7,1075.2,14.1,305.5
B03,675,8,1098.6,13.1,318.5
B03,700,9,1127.9,10.1,315.8
B03,725,2,1149.3,9.9,326.0
B03,750,3,1201.9,9.8,329.9
B03,525,4,863.9,15.2,276.9
B03,550,5,952.9,13.5,291.4
B03,575,6,913.2,12.2,276.4
B03,600,7,1002.1,13.4,298.0
B03,625,8,1060.8,12.4,303.4
B03,650,9,1031.9,13.4,303.9
B03,675,2,1091.8,11.6,314.5
B03,700,3,1139.6,8.7,309.9
B03,725,4,1123.4,8.3,312.7
B03,750,5,1181.5,10.8,327.2
B03,525,6,896.3,13.0,281.8
B03,550,7,919.1,14.1,276.4
B03,575,8,975.2,13.0,293.0
B03,600,9,1005.3,13.0,298.0
B03,625,2,1020.8,11.8,311.4
B03,650,3,1099.9,12.4,311.6
B03,675,4,1062.7,12.2,308.7
B03,700,5,1111.8,11.4,319.6
B03,725,6,1153.3,8.6,321.2
B03,750,7,1206.9,10.0,334.7
B03,525,8,883.3,13.5,273.5
B03,550,9,908.9,13.5,284.0
B03,575,2,935.3,14.5,290.3
B03,600,3,1018.6,12.3,294.4
B03,625,4,1001.8,13.8,290.7
B03,650,5,1085.6,12.4,312.8
B03,675,6,1092.7,10.9,311.9
B03,700,7,1139.2,9.6,320.6
B03,725,8,1179.7,9.2,337.7
B03,750,9,1189.3,9.6,326.1
B03,525,2,874.7,14.5,268.7
B03,550,3,935.2,15.4,295.5
B03,575,4,972.4,14.2,294.4
B03,600,5,1012.3,12.0,298.8
B03,625,6,1020.5,12.7,300.7
B03,650,7,1088.0,12.7,306.9
B03,675,8,1075.8,9.2,307.4
B03,700,9,1122.0,10.1,322.8
